,username,type,to
1265,@4kyle7,RT,@cavs
1266,@Benze_860,Tweet,@Benze_860
1267,@BOBSLIQUORSTORE,Tweet,@BOBSLIQUORSTORE
1268,@beth__liz,Tweet,@beth__liz
1269,@josh_holdbrooks,RT,@espn
1270,@kobe_malco,Tweet,@kobe_malco
1271,@NegroShorts,RT,@BleacherReport
1272,@hobie859,RT,@timelesssports_
1273,@lollollolwtfwtf,RT,@TheDeliverer_32
1274,@BrienDouglasKe1,Tweet,@BrienDouglasKe1
1275,@JMKTVShow,RT,@espn
1276,@RuusaNangombe,RT,@Prince_Kilian
1277,@_Babs_98,RT,@BleacherReport
1278,@lilquazi,RT,@Complex
1279,@Remy30490254,RT,@espn
1280,@marlonbrair,RT,@espn
1281,@G_Willy_D23,RT,@espn
1282,@Cxsey7,Tweet,@Cxsey7
1283,@JV2K96,RT,@espn
1284,@LongLiveKobe24,Tweet,@LongLiveKobe24
1285,@blacknsassy,RT,@BleacherReport
1286,@maxbeckisdead,RT,@BarackObama
1287,@caro_smutny,RT,@espn
1288,@davide_strumia,RT,@espn
1289,@Blast52Drummer,RT,@espn
1290,@QJabeth,RT,@espn
1291,@Metropo53145425,Tweet,@Metropo53145425
1292,@nayja31,RT,@CristalBarzz
1293,@josh_flex,RT,@espn
1294,@JennDur12,Tweet,@JennDur12
1295,@LilMugga_,RT,@LegionHoops
1296,@Tinsley6,Tweet,@Tinsley6
1297,@owen72226852,RT,@espn
1298,@Jonatha80958138,RT,@people
1299,@logostomp,RT,@espn
1300,@doommega212,RT,@USDOSLegalTeam
1301,@preshhh_6,RT,@ABC11_WTVD
1302,@desojiadedeji,RT,@espn
1303,@markie10k,Tweet,@markie10k
1304,@SmthingAMAZING,RT,@Complex
1305,@yopops2407,RT,@espn
1306,@hobie859,RT,@DeeSportsTalk
1307,@PingTheAwesome,RT,@bsbfankaren
1308,@TaraAngel94,RT,@jeandeauxmusic
1309,@StarkOfWntrfell,RT,@DKuzNY
1310,@GrindXnMx,RT,@Complex
1311,@radiomitremza,Tweet,@radiomitremza
1312,@SunilSunderRaj3,RT,@espn
1313,@ehrenlowos,RT,@WarumBruder
1314,@modierising,Tweet,@modierising
1315,@Faruk_the6th,RT,@Dee_jumai
1316,@radiomitrecba,Tweet,@radiomitrecba
1317,@JohnnyNBA,Tweet,@JohnnyNBA
1318,@BigBeez35066419,RT,@ESPNNBA
1319,@Cowboy16_,RT,@espn
1320,@SportsLineNews,Tweet,@SportsLineNews
1321,@radiomitre,Tweet,@radiomitre
1322,@lind_fowler,RT,@Mathieu_Era
1323,@Eram_Ahmed1,Tweet,@Eram_Ahmed1
1324,@KayCee_Oh,RT,@ABCNetwork
1325,@therealroser,RT,@Complex
1326,@elijahunter96,RT,@espn
1327,@AlexsaPatel,RT,@enews
1328,@YoungDiddy11,RT,@espn
1329,@sail4theskyline,RT,@espn
1330,@Madrigal_Jesse,RT,@Mamba_Insider
1331,@jefferylamar,RT,@BleacherReport
1332,@JibaraPR,RT,@thesulk
1333,@DrKavarga,RT,@SportsCenter
1334,@pushingbrandon,Tweet,@pushingbrandon
1335,@Zwinak2020,Tweet,@Zwinak2020
1336,@Crazy_sneaks_1,RT,@Complex
1337,@Lauderdaleball,RT,@tysonbeckdesign
1338,@logangeorge2020,RT,@BoroYLHoops
1339,@calrho,Tweet,@calrho
1340,@TeamLAKERS_,Tweet,@TeamLAKERS_
1341,@NastehaHasan,RT,@espn
1342,@__KCDaSnipa17,RT,@espn
1343,@ThankYouKobe824,RT,@chicagobulls
1344,@MaxwellHender19,RT,@SaycheeseDGTL
1345,@MiguelICarlos,RT,@timelesssports_
1346,@ThalaMsutu77,RT,@espn
1347,@sarashepherd313,Tweet,@sarashepherd313
1348,@VitaminCeeSCINQ,Tweet,@VitaminCeeSCINQ
1349,@DrippToxic,RT,@espn
1350,@AlessioCamaroto,Tweet,@AlessioCamaroto
1351,@mariselapenny,RT,@enews
1352,@Terrence4Real,Tweet,@Terrence4Real
1353,@WillCRubin,RT,@MattNorlander
1354,@ChimGAT,RT,@MrQuenchiAdams
1355,@andreaE_706,RT,@mikemiller9120
1356,@YouKnowTrav,RT,@Mamba_Insider
1357,@A_SiickNasty,RT,@PhoneHomeConnor
1358,@Blackmamba1345,Tweet,@Blackmamba1345
1359,@gossip_dept,Tweet,@gossip_dept
1360,@lynnmendozaa,RT,@BleacherReport
1361,@MrBee92,RT,@BeauxHandsome
1362,@J_Caruthers7,RT,@espn
1363,@emporeeo,RT,@espn
1364,@AymanBhuiyan,RT,@Complex
1365,@asaadkamal,RT,@MambaSportsHQ
1366,@ThankYouKobe824,RT,@chicagobulls
1367,@Akwamaniac,RT,@LvckyLeff__
1368,@lovealways_jmd,RT,@timelesssports_
1369,@Aircj11,RT,@timelesssports_
1370,@TheLaidBackGuy,Tweet,@TheLaidBackGuy
1371,@Jeremy210tx,RT,@theScore
1372,@BloomWorks_,Tweet,@BloomWorks_
1373,@worldpeaCeboof,RT,@espn
1374,@94scorer,RT,@espn
1375,@vibem0ney,RT,@LegionHoops
1376,@Zach_Mendler,RT,@Complex
1377,@EmbiidWRLD,Tweet,@EmbiidWRLD
1378,@stmyego,RT,@Complex
1379,@SimplyMe_AV,RT,@espn
1380,@mirror83753477,RT,@MambaSportsHQ
1381,@letradoarmando1,RT,@El_Universal_Mx
1382,@slimxtrxx,RT,@cavs
1383,@JasmineStylesTV,RT,@espn
1384,@JAYTHEGOD,RT,@Mamba_Insider
1385,@DatNumbaPhive,RT,@espn
1386,@MlleeChaaChouu,RT,@celineedwrd
1387,@Buttermilk1010,RT,@espn
1388,@melaneyjz,RT,@espn
1389,@LHHvan,RT,@Complex
1390,@ThankYouKobe824,RT,@chicagobulls
1391,@Mrs_MaineG,RT,@DKuzNY
1392,@289_Fastback,RT,@espn
1393,@deswhitley5,RT,@espn
1394,@Mitchel84768275,Tweet,@Mitchel84768275
1395,@madinatoure,RT,@ABC7NY
1396,@93TheOctane,RT,@espn
1397,@supaREALdannyT,RT,@ESPNNBA
1398,@tkelly407,RT,@enews
1399,@amadiomv,RT,@espn
1400,@ph_bastoos,RT,@espn
1401,@natboschg,RT,@BleacherReport
1402,@shyecitymycity,RT,@Complex
1403,@zoon134,RT,@WayneDupreeShow
1404,@BrandonLeeTV,RT,@MambaSportsHQ
1405,@lrdal45,RT,@espn
1406,@NOCLOUTJEFE,RT,@Complex
1407,@CoolDealCA,Tweet,@CoolDealCA
1408,@drewman7771,RT,@HeatUpJulio
1409,@MaxWulffmw,RT,@ElNacionalWeb
1410,@SpillTh21312608,RT,@Mr_AlbieShore
1411,@playsqorr,RT,@SportsCenter
1412,@PearLToine,RT,@espn
1413,@Agtg99,RT,@espn
1414,@Phvshion555,RT,@Complex
1415,@dc_mmg_45,RT,@Complex
1416,@AlligatorPurse,Tweet,@AlligatorPurse
1417,@ABC11_WTVD,Tweet,@ABC11_WTVD
1418,@ThankYouKobe824,RT,@chicagobulls
1419,@ayolandoo,RT,@KinkyCaboose
1420,@FatKidDeals,Tweet,@FatKidDeals
1421,@michaelkkenny,Tweet,@michaelkkenny
1422,@vicleolions,RT,@GeorgeB37245332
1423,@stevieontea,RT,@Complex
1424,@vivianmarvella,Tweet,@vivianmarvella
1425,@Jjclovela,RT,@timelesssports_
1426,@TheCrazyEddie,RT,@AishiaDeal
1427,@El_Concreto_,Tweet,@El_Concreto_
1428,@HunchoRab,Tweet,@HunchoRab
1429,@jperez09,RT,@cavs
1430,@NaiKnight1,RT,@legh6987
1431,@poet2idie,Tweet,@poet2idie
1432,@julezsimon79,RT,@CristalBarzz
1433,@ThankYouKobe824,RT,@chicagobulls
1434,@Sedric_Bazzy,RT,@Complex
1435,@FameRothstein,RT,@tariqnasheed
1436,@Roman2Vicious,RT,@AudelDelToro
1437,@Codypalmbeach,Tweet,@Codypalmbeach
1438,@Edwardpr23,RT,@Complex
1439,@JetsRalphy,RT,@SportsCenter
1440,@Tank080,RT,@Complex
1441,@TacoTy_,Tweet,@TacoTy_
1442,@RICANCRACK,RT,@espn
1443,@Mereeennna,RT,@imashvelasco
1444,@FU100ways,RT,@cavs
1445,@PLAINFIELDMOSES,RT,@JimmysBurner2
1446,@cumbiacalnte76,RT,@ComplexSports
1447,@ceciliaAbecerra,RT,@enews
1448,@Sterling_Palmer,RT,@espn
1449,@rebeccaalpert1,RT,@ABC7NY
1450,@DrKavarga,RT,@ESPNNBA
1451,@dominikharden,RT,@Complex
1452,@lukayo971,RT,@ChinaDaily
1453,@myilies,RT,@TylerIAm
1454,@sensualfleece,RT,@espn
1455,@TheD0N3,RT,@AfrDiasporaNews
1456,@PLAINFIELDMOSES,RT,@BleacherReport
1457,@1035WRBO,RT,@people
1458,@BrettHill5,RT,@Complex
1459,@Joe_Makar,RT,@BleacherReport
1460,@Laydif_Scott24,RT,@timelesssports_
1461,@__mirandalopez,RT,@ESPNNBA
1462,@dardocertero,Tweet,@dardocertero
1463,@Miss_Alma_Marie,Tweet,@Miss_Alma_Marie
1464,@DrKavarga,RT,@espn
1465,@AritheGenius,RT,@people
1466,@Sun_Zulu,Tweet,@Sun_Zulu
1467,@acaipapi,Tweet,@acaipapi
1468,@KobeBeanEighty,RT,@espn
1469,@jetlifebee,RT,@espn
1470,@2voices1mind,RT,@TorraineWalker
1471,@MarkitaChatman,RT,@enews
1472,@MambaSportsHQ,Tweet,@MambaSportsHQ
1473,@DannyT28_,Tweet,@DannyT28_
1474,@FuianoFederico,RT,@FTFonFS1
1475,@lorenza71319,RT,@B52Malmet
1476,@Just_Dandy_,RT,@timelesssports_
1477,@JordanManske,Tweet,@JordanManske
1478,@edavidcastro,RT,@THR
1479,@h_ups,RT,@Freeyourmindkid
1480,@african_delight,RT,@_Shyanne_w
1481,@Roe_IsArtUnique,RT,@Complex
1482,@Devon_Vazquez,RT,@Complex
1483,@peaceluvbernie,RT,@joromiahhh
1484,@WWatchingTy,RT,@TrillaryBlinton
1485,@IssaelG0423,RT,@espn
1486,@enrique24lakers,RT,@espn
1487,@KennyWadeMusic,Tweet,@KennyWadeMusic
1488,@__mirandalopez,RT,@BleacherReport
1489,@CoachEddy22,RT,@LakeShowFamily
1490,@Slimebills,Tweet,@Slimebills
1491,@Playboy_Laker,RT,@Mamba_Insider
1492,@USANewsChannels,Tweet,@USANewsChannels
1493,@RevistaISTOE,Tweet,@RevistaISTOE
1494,@PingTheAwesome,RT,@LisaBondBrewer
1495,@toco_oconnor,RT,@espn
1496,@jefferylamar,RT,@ComplexSports
1497,@KIVGA3,RT,@SaycheeseDGTL
1498,@e5170668b503401,RT,@TMZ
1499,@CovfefeFree,RT,@cavs
1500,@StarkOfWntrfell,RT,@enews
1501,@__Angelzz,RT,@Mamba_Insider
1502,@KILLIO_JALEN,RT,@Rachel__Nichols
1503,@TrillDavee,RT,@LegionHoops
1504,@CampaignWGT2_,RT,@timelesssports_
1505,@LeeBanksone,RT,@puemalol
1506,@admdlt,RT,@shaictz
1507,@_Flayson,RT,@AudelDelToro
1508,@JWILL2TRILL,RT,@espn
1509,@koolkaleo,RT,@2defBlk
1510,@bishopgrant2,RT,@ESPNNBA
1511,@SXMUrbanView,Tweet,@SXMUrbanView
1512,@whiskitopapi,RT,@espn
1513,@RoKnows,Tweet,@RoKnows
1514,@Joseph_Baytan,RT,@Complex
1515,@CharismaticThug,Tweet,@CharismaticThug
1516,@La_Vida_NOloca,RT,@TheHoopCentral
1517,@Patrick7532,Tweet,@Patrick7532
1518,@E_lorena_rubio,RT,@BleacherReport
1519,@felipevisuals,RT,@RapMais
1520,@brandonkscott,Tweet,@brandonkscott
1521,@noticiasdelmun4,Tweet,@noticiasdelmun4
1522,@Suave_Slum4k,RT,@theScore
1523,@_thatsike,RT,@espn
1524,@MarcusGomezUNCC,RT,@SportsCenter
1525,@AlexandraReidTV,RT,@fauowlradio
1526,@PanchoDilla4500,RT,@RenyTay
1527,@uncleLani,RT,@SportsCenter
1528,@carlos_lily,RT,@espn
1529,@officialdifusor,RT,@GIGANTESbasket
1530,@clos16751,RT,@ESPNNBA
1531,@_a_L_palomino,RT,@BleacherReport
1532,@ShJllfshNghtmr,RT,@SportsCenter
1533,@jdbrito_,RT,@espn
1534,@Cellustharula90,Tweet,@Cellustharula90
1535,@bball_ref,Tweet,@bball_ref
1536,@SirDreDeux,RT,@Complex
1537,@ShooBeDooBeDo,RT,@AishiaDeal
1538,@Jeremy_OHWX,RT,@espn
1539,@JoseAngel9804,Tweet,@JoseAngel9804
1540,@allhiphopcom,Tweet,@allhiphopcom
1541,@__jiggie,RT,@Mamba_Insider
1542,@abbymmunguia,RT,@enews
1543,@j7bo_,RT,@espn
1544,@ol__03,RT,@espn
1545,@yanlin44125109,Tweet,@yanlin44125109
1546,@globedia,Tweet,@globedia
1547,@olam3dey,RT,@Complex
1548,@Jo4126,Tweet,@Jo4126
1549,@Brieyonce,RT,@tinnkky
1550,@benzemakina,Tweet,@benzemakina
1551,@macdaddybrownn,Tweet,@macdaddybrownn
1552,@YizzoNp,Tweet,@YizzoNp
1553,@zack_raw,Tweet,@zack_raw
1554,@getit_jr,RT,@timelesssports_
1555,@_kylecobb23,RT,@espn
1556,@Darrick_Baker,RT,@espn
1557,@FOX5Vegas,Tweet,@FOX5Vegas
1558,@El_Universal_Mx,Tweet,@El_Universal_Mx
1559,@fauowlradio,Tweet,@fauowlradio
1560,@japesalazar,RT,@Complex
1561,@DoItForNells,RT,@Thirst_D
1562,@Lamont_1010,RT,@timelesssports_
1563,@jevoniworthy,RT,@ComplexSports
1564,@jonamontoya93,RT,@espn
1565,@memphisJelks,RT,@memphisJelks
1566,@Pcoleny,Tweet,@Pcoleny
1567,@_Tick1,RT,@CeltaoBrasil
1568,@GhislainClement,RT,@Hannnas
1569,@EP_EEUU,Tweet,@EP_EEUU
1570,@DorothyMB,RT,@TheRevAl
1571,@jrosesss,Tweet,@jrosesss
1572,@nikpalch,RT,@LakersReporter
1573,@RichHomieStokes,RT,@espn
1574,@louie_cifer,RT,@espn
1575,@7Mosleyy,RT,@IamKrisLondon
1576,@__h1ghflyer,RT,@Complex
1577,@_NoWorriesAtAll,RT,@BleacherReport
1578,@JAVTRISQUEL,RT,@cvillasante
1579,@Holly98729927,RT,@espn
1580,@GeorgeB37245332,Tweet,@GeorgeB37245332
1581,@sweetestjjoy,RT,@LakeShowFamily
1582,@FinouWhite,RT,@espn
1583,@MARKGOR26,RT,@cavs
1584,@_FritoLai,RT,@zearo0
1585,@robert_potter3,RT,@SportsCenter
1586,@whoishbossedup,RT,@Mamba_Insider
1587,@D_Mallett2,RT,@espn
1588,@KerriJMack,Tweet,@KerriJMack
1589,@Remmzor_YBNL,RT,@Dee_jumai
1590,@douglas_aubrie,RT,@espn
1591,@chujimmychu,RT,@_bbytumz
1592,@ANPYT_TheArtist,RT,@DKuzNY
1593,@buk0la,Tweet,@buk0la
1594,@NoahBullock1,RT,@SportsCenter
1595,@justkiddinuknow,Tweet,@justkiddinuknow
1596,@memphisJelks,RT,@memphisJelks
1597,@Miss_Alma_Marie,Tweet,@Miss_Alma_Marie
1598,@Jmouzon10,RT,@cavs
1599,@xRickaye,RT,@espn
1600,@JAVTRISQUEL,RT,@alba_pache
1601,@ABC7NY,Tweet,@ABC7NY
1602,@humble_Teee,RT,@cavs
1603,@andy52424866,RT,@Will_Rucker3_AD
1604,@AlligatorPurse,RT,@enews
1605,@xannypakiao,Tweet,@xannypakiao
1606,@rohit_asokan,RT,@espn
1607,@KingPhelan,RT,@SportsCenter
1608,@SophieDee75389,Tweet,@SophieDee75389
1609,@k6kashi,Tweet,@k6kashi
1610,@NoahBullock1,RT,@espn
1611,@itsbrionnn,Tweet,@itsbrionnn
1612,@Nicole_Carter_,RT,@Mamba_Insider
1613,@Daireon1,RT,@espn
1614,@Jeremiah_flor03,RT,@espn
1615,@AustinTobak,RT,@theScore
1616,@Stretch4Four,Tweet,@Stretch4Four
1617,@Naulledge,RT,@THR
1618,@happygirlinla79,RT,@tariqnasheed
1619,@SoluchiDancer,Tweet,@SoluchiDancer
1620,@ingane_kamama,RT,@Complex
1621,@kylekoger5,RT,@espn
1622,@drippdnswag,Tweet,@drippdnswag
1623,@shiketonio,RT,@DeeSportsTalk
1624,@_deeeznutzz,Tweet,@_deeeznutzz
1625,@yungjayvo,RT,@Mamba_Insider
1626,@DimeInAfrica,RT,@CristalBarzz
1627,@2Chairz317,RT,@espn
1628,@Prime_BRuss,Tweet,@Prime_BRuss
1629,@DukeMStephenson,RT,@LakersNation
1630,@SportsLineNews,RT,@Complex
1631,@jamihoff,RT,@Haydenfilms
1632,@ayyangel_,RT,@BleacherReport
1633,@Tylan15Jackson,RT,@Complex
1634,@LordCommander00,RT,@Complex
1635,@q_theflyguy,RT,@espn
1636,@Boy_TwiTwi,RT,@Boy_TwiTwi
1637,@Yo_StreetDreams,RT,@espn
1638,@TMass54th,Tweet,@TMass54th
1639,@TonyPerkinsFMTV,RT,@wusa9
1640,@ZanquettGabriel,RT,@SouthBayLakers
1641,@JHEisnoHipster,RT,@Complex
1642,@MsSocialite_89,RT,@freddrico
1643,@datboy_isiah,RT,@espn
1644,@__h1ghflyer,RT,@cavs
1645,@IMEEJAYYY,RT,@BleacherReport
1646,@Jae_Tha_Truth,RT,@ComplexSports
1647,@robert_potter3,RT,@Ballislife
1648,@Free_Spirit2972,Tweet,@Free_Spirit2972
1649,@novotny_stefan,RT,@espn
1650,@alf_princessk,Tweet,@alf_princessk
1651,@naturalgrayy,RT,@ABC7
1652,@MarcoBeltrami79,Tweet,@MarcoBeltrami79
1653,@m__g47,RT,@TheHoopCentral
1654,@kobe_hawk,RT,@ajplus
1655,@twmb4k,RT,@Complex
1656,@thenationroar,Tweet,@thenationroar
1657,@mbreuh,RT,@devinbaret8
1658,@Blacklayerss,RT,@rhondamaryvids
1659,@ravewoah,RT,@SportsCenter
1660,@BlancaaSnow,RT,@BleacherReport
1661,@KsvoD,Tweet,@KsvoD
1662,@theblakkmamba24,RT,@Complex
1663,@yannickjuniork,RT,@espn
1664,@KathleenInserra,RT,@WayneDupreeShow
1665,@LBrothersMedia,RT,@Complex
1666,@drserven_ESQ,RT,@TMZ
1667,@TooFab,Tweet,@TooFab
1668,@SowbellySourdo1,Tweet,@SowbellySourdo1
1669,@StarkOfWntrfell,RT,@SunflowerSoul71
1670,@Roho_flyy,Tweet,@Roho_flyy
1671,@LorenzoANC7C04,RT,@wusa9
1672,@HoodPope_,RT,@ESPNNBA
1673,@mikehunt898,Tweet,@mikehunt898
1674,@lightning_ogal,RT,@timelesssports_
1675,@J_Reese817,RT,@SportsCenter
1676,@thereddevilsfan,RT,@Mamba_Insider
1677,@kay_kaey,RT,@enews
1678,@PhelanGinger,RT,@DrAlexHamilton
1679,@Patrick7532,Tweet,@Patrick7532
1680,@mjkiser,RT,@espn
1681,@maxrigdon44,RT,@espn
1682,@naturalgrayy,RT,@Complex
1683,@A1_FirstLady,RT,@ABC7
1684,@rociooomedinaaa,RT,@LakeShowFamily
1685,@Boogg__,RT,@espn
1686,@BarnettJordan5,Tweet,@BarnettJordan5
1687,@haramboyfriend,Tweet,@haramboyfriend
1688,@_franksinatra__,RT,@cavs
1689,@gabrielleamante,Tweet,@gabrielleamante
1690,@Miguel_Rod0914,RT,@espn
1691,@gotmamadrama,Tweet,@gotmamadrama
1692,@arttehc,Tweet,@arttehc
1693,@misskanu,RT,@espn
1694,@JAM_Navy_Chief,RT,@espn
1695,@choudhryabid,RT,@espn
1696,@JaykobJYKB,RT,@ESPNNBA
1697,@ascencio_cass,Tweet,@ascencio_cass
1698,@ReesChef,RT,@OprahSide
1699,@Jamesfootball76,RT,@theScore
1700,@thoughtidcry,Tweet,@thoughtidcry
1701,@FromAllHeights,RT,@DeeSportsTalk
1702,@Fprime86,RT,@LakersReporter
1703,@EvelinKatherin8,RT,@enews
1704,@DLoading5,RT,@espn
1705,@modierising,Tweet,@modierising
1706,@P_Patt21,Tweet,@P_Patt21
1707,@aayremp,RT,@Complex
1708,@lacyworld,Tweet,@lacyworld
1709,@aj_solaita,RT,@espn
1710,@KyleAronson,Tweet,@KyleAronson
1711,@SoNotNita,RT,@_YoCliff
1712,@__TashaLove,RT,@espn
1713,@Dbreceda15,RT,@BleacherReport
1714,@CMyles1226,RT,@SaycheeseDGTL
1715,@Jorgeval8,RT,@BleacherReport
1716,@kwameguy,RT,@theScore
1717,@LongLiveAhmira,RT,@SaycheeseDGTL
1718,@Jessanothaday_,RT,@AishiaDeal
1719,@MJfan2306,RT,@cavs
1720,@Liveonrey,RT,@Complex
1721,@Malik_Elk,Tweet,@Malik_Elk
1722,@sikebastian_,Tweet,@sikebastian_
1723,@Caparosa52,RT,@Russianvids11
1724,@kenneth_carter2,RT,@Mamba_Insider
1725,@lastringmaster,RT,@TorraineWalker
1726,@LouisStrakerJr,RT,@TMZ
1727,@JUiCE_THACAPT,RT,@espn
1728,@whatsafriendzn,Tweet,@whatsafriendzn
1729,@LucasSchwarze19,RT,@espn
1730,@durrellebets,RT,@espn
1731,@oShowtimeEOE,RT,@MattNorlander
1732,@Terrence4Real,Tweet,@Terrence4Real
1733,@CheriLenell,Tweet,@CheriLenell
1734,@Boogg__,RT,@LegionHoops
1735,@Jez_pumper,RT,@BleacherReport
1736,@fortuNATElyours,RT,@ESPNNBA
1737,@zzptie,RT,@byCRUZIN
1738,@MJ23KOBE24,RT,@Mamba_Insider
1739,@NeoSkurt,Tweet,@NeoSkurt
1740,@cat7912,Tweet,@cat7912
1741,@iacardona_1,RT,@espn
1742,@j23gcalifornia,RT,@espn
1743,@calibear559,RT,@espn
1744,@AmericanoFLA,RT,@CristalBarzz
1745,@riosluis_,RT,@espn
1746,@jerribbby21,RT,@jo12jo12
1747,@tay_massaquoi,RT,@Complex
1748,@ReedBeFresh,RT,@TheHoopCentral
1749,@saulweezy,RT,@espn
1750,@ceejayelewis,Tweet,@ceejayelewis
1751,@kingbrowla,RT,@espn
1752,@Bishop_PastorRW,RT,@espn
1753,@Claudia13896197,RT,@UniNoticias
1754,@HisFausTiN,RT,@ESPNNBA
1755,@Maldeenthomas15,RT,@Complex
1756,@nloading___,RT,@tysonbeckdesign
1757,@Peaches68156342,RT,@Babyblack1977
1758,@theneedledrop,Tweet,@theneedledrop
1759,@_YoCliff,Tweet,@_YoCliff
1760,@ktgxo,Tweet,@ktgxo
1761,@IliasB_,RT,@Complex
1762,@breeashhh,RT,@Coolwednesdays_
1763,@omar66zaki,RT,@SportsCenter
1764,@_esteg,RT,@SportsCenter
1765,@413sam,RT,@espn
1766,@PatsterTakeoff,RT,@ESPNNBA
1767,@RRichar47268419,RT,@TorraineWalker
1768,@Jez_pumper,RT,@BleacherReport
1769,@Roman2Vicious,RT,@BleacherReport
1770,@dcouli6,Tweet,@dcouli6
1771,@sirbishopprocks,RT,@tysonbeckdesign
1772,@RickiRich,RT,@SportsCenter
1773,@diggsy23,RT,@JiihadS
1774,@fagsDEATHstyle,Tweet,@fagsDEATHstyle
1775,@Donnyappleseed_,RT,@LvckyLeff__
1776,@TeamLAKERS_,RT,@espn
1777,@ShebaX__,RT,@timelesssports_
1778,@AustinMB1995,RT,@espn
1779,@Roman2Vicious,RT,@BleacherReport
1780,@Retr0Ramos,Tweet,@Retr0Ramos
1781,@Noamat_,RT,@LakersNation
1782,@tysachinadoll,RT,@Prodigy_Pancho
1783,@ashton_05,RT,@espn
1784,@alioraibi29,RT,@cavs
1785,@CBS_MFHS07,RT,@adidas
1786,@draymarques,RT,@timelesssports_
1787,@Flemzo_Ball,RT,@Complex
1788,@bobyandrei,RT,@PurpleAndGoldBR
1789,@MacT357,RT,@VVFriedman
1790,@JHernandez_34,RT,@theScore
1791,@BathGod_,RT,@BleacherReport
1792,@Ryan_Ray_Reyna1,RT,@espn
1793,@Anton_the_fox,Tweet,@Anton_the_fox
1794,@guyzaragoza2,RT,@espn
1795,@Coolwednesdays_,Tweet,@Coolwednesdays_
1796,@KestonShultz,RT,@BleacherReport
1797,@Anthony23331,RT,@espn
1798,@JAM_Navy_Chief,RT,@SXMUrbanView
1799,@MJ23KOBE24,RT,@BleacherReport
1800,@itsbrionnn,Tweet,@itsbrionnn
1801,@JustinGunter3,RT,@espn
1802,@Chef_FEZ,RT,@Complex
1803,@kobe__xp,RT,@_sajaaa_
1804,@MunnyHaze,RT,@Complex
1805,@tayOjenk,Tweet,@tayOjenk
1806,@GolferGurl,Tweet,@GolferGurl
1807,@MannyNeva77,Tweet,@MannyNeva77
1808,@devin5glasper,Tweet,@devin5glasper
1809,@Gotti_ygn,RT,@SportsCenter
1810,@ThankYouKobe824,RT,@DetroitPistons
1811,@Quinn_B_Hodge6,RT,@BleacherReport
1812,@southlondongod,Tweet,@southlondongod
1813,@24_anjeloellise,RT,@IamKrisLondon
1814,@ToilsomeOlive,RT,@Russianvids11
1815,@88BillionDollaz,RT,@Complex
1816,@claytron24,RT,@DeeSportsTalk
1817,@carlobruno_11,RT,@thekitze
1818,@jmegs33,RT,@espn
1819,@NNegr6,RT,@dijoni
1820,@fivenoop,Tweet,@fivenoop
1821,@JDunlapTV,RT,@Complex
1822,@ThankYouKobe824,RT,@DetroitPistons
1823,@TimMartinez_T3,RT,@espn
1824,@wusa9,Tweet,@wusa9
1825,@Sa_Mi_NaMe_,RT,@Complex
1826,@KAGSnews,Tweet,@KAGSnews
1827,@11AliveNews,Tweet,@11AliveNews
1828,@RUDEBOYK13,RT,@espn
1829,@checosanchez18,RT,@Mamba_Insider
1830,@latrey69,Tweet,@latrey69
1831,@_BernardoLisboa,RT,@IamKrisLondon
1832,@treduce100,RT,@ESPNNBA
1833,@Onebadstory,RT,@SabrinaChangWo1
1834,@MavenJefferson,RT,@cavs
1835,@dirty_boyzz,RT,@espn
1836,@GIGANTESbasket,Tweet,@GIGANTESbasket
1837,@yrm_max23,RT,@espn
1838,@SportsWithAngel,RT,@espn
1839,@kingstef99,RT,@espn
1840,@Flecks123,RT,@enews
1841,@kdnloves,Tweet,@kdnloves
1842,@Shiroc_,RT,@espn
1843,@Gvonche_,RT,@enews
1844,@sirseanathon,RT,@rhondamaryvids
1845,@RansomCamp79,RT,@espn
1846,@69nine7,RT,@BleacherReport
1847,@HollywoodHavo,RT,@Complex
1848,@ThankYouKobe824,RT,@Keith_Langlois
1849,@CoachBworking,RT,@MattNorlander
1850,@kvngjeffrey,RT,@cavs
1851,@savagebeast_1,RT,@Complex
1852,@Arjun__Atwal,RT,@espn
1853,@LONGLIVEDONRON,RT,@espn
1854,@usimsu_j,Tweet,@usimsu_j
1855,@CollectorSelect,RT,@WereInStock
1856,@Mitchel84768275,RT,@espn
1857,@polokid1098,RT,@Complex
1858,@Bry2Turner,RT,@espn
1859,@JusBRouge,Tweet,@JusBRouge
1860,@EastLightBright,RT,@Complex
1861,@thenumbajuan,RT,@Complex
1862,@Tlovallo_13,RT,@espn
1863,@blktechwarrior,RT,@Well_Done1016
1864,@lacyworld,Tweet,@lacyworld
1865,@JamalMu74,RT,@TalkSpeakTruth
1866,@kevinbrake13,RT,@SaycheeseDGTL
1867,@JMorrisonJ,RT,@CristalBarzz
1868,@KingHunchback,RT,@puemalol
1869,@danielleAsp77,Tweet,@danielleAsp77
1870,@___Townsend___,RT,@espn
1871,@Treb__,RT,@espn
1872,@Amina_F_Babiii,RT,@VerySmartBros
1873,@checosanchez18,RT,@THR
1874,@EatMyYaas,RT,@Complex
1875,@redkingsxngh,Tweet,@redkingsxngh
1876,@BossYungE,RT,@BleacherReport
1877,@KPsKadence,RT,@SenseiSpidey
1878,@Crosstrek_Dave,RT,@espn
1879,@MrDOgetright516,RT,@MambaCenter
1880,@LangloisLola,RT,@Esprit_ivoirien
1881,@_GonzaloPastor,RT,@Mamba_Insider
